timestamp,created_at_ecg,context_ecg,ecg,created_at_heart_rate,context_heart_rate,heart_rate,created_at_spo2,context_spo2,spo2,created_at_temperature,context_temperature,temperature,date (Asia/Karachi)
1.73901E+12,1.73901E+12,{},175,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},20.1875,2025-02-08 14:03:51.113000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},20.3125,2025-02-08 14:03:34.934000+05:00
1.73901E+12,1.73901E+12,{},9,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},20.5,2025-02-08 14:03:18.982000+05:00
1.73901E+12,1.73901E+12,{},8,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},20.6875,2025-02-08 14:03:02.877000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},20.875,2025-02-08 14:02:46.802000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},21.125,2025-02-08 14:02:30.848000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},21.375,2025-02-08 14:02:14.853000+05:00
1.73901E+12,1.73901E+12,{},103,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},21.75,2025-02-08 14:01:58.774000+05:00
1.73901E+12,1.73901E+12,{},1005,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},22.3125,2025-02-08 14:01:42.708000+05:00
1.73901E+12,1.73901E+12,{},1004,1.73901E+12,{},41.01319122,1.73901E+12,{},94,1.73901E+12,{},22.8125,2025-02-08 14:01:26.731000+05:00
1.73901E+12,1.73901E+12,{},1005,1.73901E+12,{},119.7564697,1.73901E+12,{},93,1.73901E+12,{},23.3125,2025-02-08 14:01:10.760000+05:00
1.73901E+12,1.73901E+12,{},1014,1.73901E+12,{},6.345580101,1.73901E+12,{},0,1.73901E+12,{},23.1875,2025-02-08 14:00:54.883000+05:00
1.73901E+12,1.73901E+12,{},1015,1.73901E+12,{},85.32663727,1.73901E+12,{},94,1.73901E+12,{},22.4375,2025-02-08 14:00:48.268000+05:00
1.73901E+12,1.73901E+12,{},1015,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},21,2025-02-08 14:00:22.519000+05:00
1.73901E+12,1.73901E+12,{},1018,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},21.25,2025-02-08 14:00:06.450000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},21.5625,2025-02-08 13:59:50.459000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},63.89368057,1.73901E+12,{},95,1.73901E+12,{},21.875,2025-02-08 13:59:34.497000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},22.25,2025-02-08 13:59:18.413000+05:00
1.73901E+12,1.73901E+12,{},9,1.73901E+12,{},36.35041428,1.73901E+12,{},0,1.73901E+12,{},22.75,2025-02-08 13:59:02.449000+05:00
1.73901E+12,1.73901E+12,{},216,1.73901E+12,{},54.75703049,1.73901E+12,{},94,1.73901E+12,{},23.25,2025-02-08 13:58:46.361000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},151.1611633,1.73901E+12,{},82,1.73901E+12,{},23.8125,2025-02-08 13:58:30.395000+05:00
1.73901E+12,1.73901E+12,{},9,1.73901E+12,{},109.063324,1.73901E+12,{},94,1.73901E+12,{},24.5625,2025-02-08 13:58:14.305000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},25.4375,2025-02-08 13:57:58.284000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},26.875,2025-02-08 13:57:42.257000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},31.8125,2025-02-08 13:57:26.188000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},46.875,2025-02-08 13:57:10.116000+05:00
1.73901E+12,1.73901E+12,{},1024,1.73901E+12,{},0,1.73901E+12,{},0,1.73901E+12,{},63.875,2025-02-08 13:56:54.125000+05:00
1.739E+12,1.739E+12,{},1024,1.739E+12,{},0,1.739E+12,{},0,1.739E+12,{},98.25,2025-02-08 13:56:38.154000+05:00
1.739E+12,1.739E+12,{},898,1.739E+12,{},0,1.739E+12,{},0,1.739E+12,{},82.75,2025-02-08 13:56:22.191000+05:00
1.739E+12,1.739E+12,{},9,1.739E+12,{},0,1.739E+12,{},0,1.739E+12,{},18.6875,2025-02-08 13:56:06.102000+05:00
1.739E+12,1.739E+12,{},1024,1.739E+12,{},0,1.739E+12,{},0,1.739E+12,{},18.6875,2025-02-08 13:55:50.039000+05:00
1.739E+12,1.739E+12,{},1024,1.739E+12,{},0,1.739E+12,{},0,1.739E+12,{},18.6875,2025-02-08 13:55:41.616000+05:00
